Set_ID,Time,end_gen,ngen_expt,Ne,n_ind_exp,n_cages,sequence_length,r_msp,r,r_expt,mu_msp,mu,mu_neutral,shape,scale,mut_ratio,proj,LDdelta,pa,Vs,randomise,pdelta_method,bdelta_method,vA_true,vA_est,pdelta_est,pdelta_var_est,bdelta_intercept_est,bdelta_slope_est,seg_sites,bdelta_var_est,va_lost
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,26:32.4,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,1.21E-11,1.21E-07,4.03E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.017583037,0.011578612,-0.192015305,0.345665326,0,0,752,0_0_0,2.18E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,34:25.0,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,1.27E-11,1.27E-07,4.24E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.012879255,0.011841375,0.102334406,1.976833141,0,0,838,0_0_0,5.49E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,45:18.5,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,1.34E-11,1.34E-07,4.45E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.025522839,0.031101793,-0.530646915,0.065952996,0,0,814,0_0_0,1.48E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,52:31.0,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,1.40E-11,1.40E-07,4.67E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.013145784,0.010963959,2,4.559129681,0,0,803,0_0_0,2.76E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,02:11.9,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,1.46E-11,1.46E-07,4.88E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.025537845,0.03091792,-0.833648578,0.094080425,0,0,975,0_0_0,3.16E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,11:37.5,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,1.53E-11,1.53E-07,5.09E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.0159828,0.018384582,-0.397189123,0.135934318,0,0,923,0_0_0,4.87E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,20:44.4,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,1.59E-11,1.59E-07,5.30E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.027248337,0.031859581,-0.330555973,0.145162956,0,0,991,0_0_0,6.26E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,27:25.5,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,1.65E-11,1.65E-07,5.52E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.019413425,0.014634425,-0.041183552,0.860127753,0,0,977,0_0_0,2.65E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,35:34.9,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,1.72E-11,1.72E-07,5.73E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.023047442,0.021100144,0.574079197,4.136881072,0,0,1065,0_0_0,3.81E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,45:38.5,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,1.78E-11,1.78E-07,5.94E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.030530882,0.01680941,-0.360428448,0.21005213,0,0,1090,0_0_0,5.46E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,53:59.8,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,1.85E-11,1.85E-07,6.15E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.019451919,0.007340841,0.194287009,9.61678987,0,0,1170,0_0_0,0.000104752
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,01:06.4,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,1.91E-11,1.91E-07,6.36E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.019864521,0.016379377,2,3.931724345,0,0,1147,0_0_0,3.29E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,08:03.1,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,1.97E-11,1.97E-07,6.58E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.030643649,0.030706467,1.406826871,7.785310579,0,0,1271,0_0_0,4.54E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,16:36.5,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.04E-11,2.04E-07,6.79E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.018280493,0.010071571,2,-1087.279731,0,0,1289,0_0_0,3.91E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,24:31.2,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.10E-11,2.10E-07,7.00E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.020062494,0.020526336,2,7.352797663,0,0,1261,0_0_0,5.52E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,42:34.0,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.16E-11,2.16E-07,7.21E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.042065405,0.05255988,0.009500604,0.199591387,0,0,1324,0_0_0,6.32E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,51:19.2,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.23E-11,2.23E-07,7.42E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.028918004,0.023952563,2,5.073197824,0,0,1371,0_0_0,5.16E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,03:45.8,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.29E-11,2.29E-07,7.64E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.022237766,0.01800507,0.822909568,1.377438409,0,0,1394,0_0_0,7.58E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,14:24.5,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.35E-11,2.35E-07,7.85E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.034260452,0.035528758,1.835903479,1.377874697,0,0,1345,0_0_0,3.71E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,26:58.0,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.42E-11,2.42E-07,8.06E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.027569731,0.024864121,1.152612634,0.973530674,0,0,1455,0_0_0,8.13E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,36:36.6,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.48E-11,2.48E-07,8.27E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.022442833,0.011796942,0.172849796,1.362610618,0,0,1521,0_0_0,8.70E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,45:55.0,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.55E-11,2.55E-07,8.48E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.023239743,0.017049962,0.3623172,2.09240278,0,0,1576,0_0_0,9.98E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,57:47.7,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.61E-11,2.61E-07,8.70E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.028643208,0.022656587,2,113.4862598,0,0,1651,0_0_0,5.51E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,10:46.3,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.67E-11,2.67E-07,8.91E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.02800551,0.036258578,-1.241513312,0.163660988,0,0,1679,0_0_0,6.28E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,22:29.7,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.74E-11,2.74E-07,9.12E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.026762277,0.030830848,-0.418107441,0.139571249,0,0,1608,0_0_0,6.20E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,33:10.6,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.80E-11,2.80E-07,9.33E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.030351485,0.023687883,-0.226317406,0.223609457,0,0,1645,0_0_0,0.000109182
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,41:47.7,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.86E-11,2.86E-07,9.55E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.048383714,0.043108447,0.044342324,0.294656425,0,0,1749,0_0_0,3.85E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,52:15.0,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.93E-11,2.93E-07,9.76E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.037223681,0.035780666,0.434982893,0.499323231,0,0,1766,0_0_0,8.25E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,01:53.3,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,2.99E-11,2.99E-07,9.97E-12,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.034367975,0.026009579,0.078309315,0.610229733,0,0,1794,0_0_0,5.68E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,13:35.2,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,3.05E-11,3.05E-07,1.02E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.059426842,0.055594774,-0.47477104,0.206478197,0,0,1957,0_0_0,9.49E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,26:04.7,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,3.12E-11,3.12E-07,1.04E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.043202205,0.059922104,-0.266884737,0.090632409,0,0,1923,0_0_0,5.53E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,40:45.9,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,3.18E-11,3.18E-07,1.06E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.054845101,0.041525647,-0.155992389,0.236100407,0,0,1941,0_0_0,7.63E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,52:02.5,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,3.25E-11,3.25E-07,1.08E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.041057437,0.043696018,1.263173652,1.261597585,0,0,1926,0_0_0,0.000112729
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,03:36.9,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,3.31E-11,3.31E-07,1.10E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.050343847,0.030481797,0.223458779,0.935748405,0,0,2065,0_0_0,8.92E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,12:47.2,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,3.37E-11,3.37E-07,1.12E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.035690745,0.037566019,0.244207702,0.393526417,0,0,2009,0_0_0,0.00011528
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,23:04.0,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,3.44E-11,3.44E-07,1.15E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.041802425,0.038836071,0.03268963,0.299064831,0,0,2156,0_0_0,0.000136317
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,33:04.8,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,3.50E-11,3.50E-07,1.17E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.032169527,0.02713419,-0.435017674,0.442649471,0,0,2091,0_0_0,0.000137019
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,45:19.8,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,3.56E-11,3.56E-07,1.19E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.053995046,0.061726885,0.614463049,0.51461025,0,0,2200,0_0_0,7.70E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,55:23.3,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,3.63E-11,3.63E-07,1.21E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.043982207,0.026331069,0.044881681,0.859811792,0,0,2257,0_0_0,7.87E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,06:30.2,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,3.69E-11,3.69E-07,1.23E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.038254105,0.02575237,0.033879377,0.478213517,0,0,2300,0_0_0,0.000101762
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,17:36.0,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,3.75E-11,3.75E-07,1.25E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.074104319,0.067102506,0.231863732,0.481264479,0,0,2411,0_0_0,0.000153908
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,30:59.6,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,3.82E-11,3.82E-07,1.27E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.048606221,0.050559723,-0.644778706,0.236143585,0,0,2329,0_0_0,7.85E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,43:53.1,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,3.88E-11,3.88E-07,1.29E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.050753336,0.060977424,0.508689672,0.445947172,0,0,2375,0_0_0,0.000120012
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,58:18.0,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,3.95E-11,3.95E-07,1.32E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.043106446,0.062054367,-0.52132987,0.112146075,0,0,2356,0_0_0,5.10E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,10:43.4,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.01E-11,4.01E-07,1.34E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.081182529,0.075520958,0.572704183,0.426790652,0,0,2459,0_0_0,0.00023361
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,27:50.5,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.07E-11,4.07E-07,1.36E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.055596554,0.064544334,-0.905971476,0.286753087,0,0,2552,0_0_0,0.00025938
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,40:09.4,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.14E-11,4.14E-07,1.38E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.039148988,0.041458027,-0.08829806,0.483371292,0,0,2477,0_0_0,0.000107302
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,51:02.2,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.20E-11,4.20E-07,1.40E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.05601413,0.048636922,0.090221254,0.385496856,0,0,2588,0_0_0,0.000115511
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,01:37.8,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.26E-11,4.26E-07,1.42E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.06806389,0.059704419,-0.019650427,0.196737164,0,0,2630,0_0_0,0.00019817
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,14:30.6,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.33E-11,4.33E-07,1.44E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.063822523,0.038489034,1.451851249,1.168251239,0,0,2623,0_0_0,9.32E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,27:19.4,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.39E-11,4.39E-07,1.46E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.057181464,0.046010491,1.496851882,1.784701283,0,0,2665,0_0_0,0.000134466
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,59:14.7,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.45E-11,4.45E-07,1.48E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.052551104,0.06911554,0.424896764,0.064535621,0,0,2669,0_0_0,6.22E-05
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,14:16.1,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.52E-11,4.52E-07,1.51E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.054267418,0.039435585,0.78914906,1.146301357,0,0,2945,0_0_0,0.000208575
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,29:41.1,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.58E-11,4.58E-07,1.53E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.080033432,0.0850615,-0.537845773,0.115165822,0,0,2865,0_0_0,0.000180165
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,46:14.9,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.65E-11,4.65E-07,1.55E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.061685251,0.085445706,-0.392544164,0.133705288,0,0,2905,0_0_0,0.000104684
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,56:43.9,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.71E-11,4.71E-07,1.57E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.069604571,0.039277151,2,3.566429943,0,0,2921,0_0_0,0.000106368
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,11:32.9,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.77E-11,4.77E-07,1.59E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.054507612,0.039262862,-0.211376874,0.348082563,0,0,2940,0_0_0,0.00014124
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,24:52.7,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.84E-11,4.84E-07,1.61E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.051545436,0.047511144,0.330028863,0.473802797,0,0,2925,0_0_0,0.000103857
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,38:35.2,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.90E-11,4.90E-07,1.63E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.060010357,0.088687025,0.473775967,0.446215111,0,0,3065,0_0_0,0.000142847
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,50:42.4,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,4.96E-11,4.96E-07,1.65E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.07101061,0.068260209,-0.073428182,0.272289219,0,0,2944,0_0_0,0.000141558
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,06:05.8,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,5.03E-11,5.03E-07,1.68E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.050721611,0.043513117,-0.892762237,0.098934989,0,0,3037,0_0_0,0.000154992
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,18:54.5,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,5.09E-11,5.09E-07,1.70E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.096230122,0.100649649,1.159197775,0.667931518,0,0,3215,0_0_0,0.000182812
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,33:42.7,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,5.15E-11,5.15E-07,1.72E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.057928337,0.063496195,-0.42540041,0.066295792,0,0,2992,0_0_0,0.000173605
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,45:05.5,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,5.22E-11,5.22E-07,1.74E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.056814477,0.06479498,0.167791309,0.462945637,0,0,3289,0_0_0,0.000189109
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,57:46.3,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,5.28E-11,5.28E-07,1.76E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.11342133,0.098060249,0.362246437,0.540421518,0,0,3256,0_0_0,0.00016455
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,14:14.8,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,5.35E-11,5.35E-07,1.78E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.072169274,0.096661175,-0.426467848,0.129131652,0,0,3240,0_0_0,0.000252296
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,27:39.6,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,5.41E-11,5.41E-07,1.80E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.061418799,0.06575485,1.352569785,1.572071087,0,0,3307,0_0_0,0.000123267
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,39:44.5,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,5.47E-11,5.47E-07,1.82E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.062269806,0.056991387,-0.012077173,0.403062446,0,0,3478,0_0_0,0.000305745
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,55:14.5,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,5.54E-11,5.54E-07,1.85E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.066894764,0.063172975,-0.236045828,0.149060027,0,0,3491,0_0_0,0.000180573
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,07:33.5,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,5.60E-11,5.60E-07,1.87E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.075227234,0.073369958,0.051226177,0.192710338,0,0,3380,0_0_0,0.000188317
vera.bio.ed.ac.uk_2024-06-17_16:23:30.982836_fixed_1.4_500_10_3,23:19.3,2,3,1330000,500,10,1.00E+06,1.40E-09,1.40E-07,1.40E-06,5.66E-11,5.66E-07,1.89E-11,0.3,0.025,1,BLoM,FALSE,1,LoNL,TRUE,optim,fixed,0.077136108,0.091310132,-0.557374465,0.200843787,0,0,3466,0_0_0,0.000116423
