Set_ID,sim,Time,end_gen,ngen1,ngen2,Ne,n_ind,n_ind_exp,n_cages,sequence_length,r_msp,r,r_expt,mu_msp,mu,mu_expt,shape,scale,mut_ratio,flip_sel_coef,Ve_w,Ve_w_expt,proj,LDalpha,pa,Vs,randomise,palpha_method,balpha_method,Ne_exp,va_true,vA_true,vA_est,vA_alpha_emp,vA_BC,Ne_BC,Residual_var,palpha_emp,balpha_intercept_emp,balpha_slope_emp,sigma2alpha_emp,palpha_est,palpha_var_est,balpha_intercept_est,balpha_slope_est,balpha_var_est,sigma2alpha_est,seg_sites,seg_sites_neu,seg_sites_ben,seg_sites_del,mean_diversity,theta,all.gp,analysis_stamp
Set_5_c3_2024-12-17_02-56-59.533089_4.65656565656566e-09_5_2_1000_10_4_0_1,1,2024-12-17 02:57:46.13478,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,4.65656565656566e-09,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0108311498822119,0.0104824837090057,0.0214368358295637,0.0114172855646116,NA,NA,0.950276690538468,-0.161887189367708,-0.000106216255574031,1.22261896692516e-05,7.84835232683516e-05,-0.53540912260377,0.10902346305139,0.000790990240390346,-0.000260402938973928,1.48265987131517e-06_3.33076073930245e-06_3.1937212985546e-09,4.75559012453074e-05,2957,2586,181,190,0.0315507127578627,0.00036158568009853,FALSE,bigbird_2024-12-17_15-54-00.470589
Set_5_c3_2024-12-17_02-56-59.533773_3.41414141414141e-09_5_2_1000_10_4_0_1,1,2024-12-17 02:57:44.628966,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,3.41414141414141e-09,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0146230601850194,0.0139668865644595,0.0553620214686935,0.0159137533673892,NA,NA,1.04363938692381,-0.0226856163752878,-8.13495727878815e-05,-0.000147193491792344,0.000165742698095048,-2,0.338417194666854,0.000144532588391929,0.0013842327941554,1.25553596830262e-06_3.18074185964421e-06_2.08882382151417e-08,2.38703748605605e-08,2952,2696,119,137,0.0306108261348238,0.000360974273808204,FALSE,bigbird_2024-12-17_15-52-48.89617
Set_5_c3_2024-12-17_02-56-59.54113_4.03535353535354e-09_5_2_1000_10_4_0_1,1,2024-12-17 02:57:45.322231,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,4.03535353535354e-09,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.00799485622039805,0.00793609054035236,0.0056291388733619,0.00998708756047298,NA,NA,1.00446356962735,-0.0734601853806431,-0.000217455511486114,-0.000142627436472563,8.97991958335728e-05,-0.287280890006514,-1.44133126446609,-0.000294393372322922,0.00389298817605296,1.18239721944696e-06_2.79205932649577e-06_-1.03722618749273e-07,2.56020585788994e-05,2892,2596,140,156,0.0315489507261411,0.000353637398324298,FALSE,bigwig_2024-12-17_15-52-20.340752
Set_5_c3_2024-12-17_03-02-30.498741_9.41919191919192e-09_5_2_1000_10_4_0_1,1,2024-12-17 03:03:17.562974,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,9.41919191919192e-09,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0517579596025726,0.0571219108630403,0.0654228757950742,0.043776424885804,NA,NA,1.13054671960915,0.0809964286255786,0.000275036676340079,0.000200146751050931,0.00053573162123306,-0.0671876682905579,0.108395027503506,0.000266904706806743,-0.00435212370892356,2.17543797160737e-06_5.26513267263625e-06_5.55698637618587e-08,0.000536503015740562,3076,2341,345,390,0.0329509978462289,0.000376137149808278,FALSE,bigbird_2024-12-17_15-52-46.561822
Set_5_c3_2024-12-17_03-03-43.732731_1.10757575757576e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:04:27.85959,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.10757575757576e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0605593648287761,0.0589741250763797,0.0637293828340735,0.0607524364891654,NA,NA,1.03267077325903,-0.0394007141680827,-0.000243557547818872,0.000649779497466765,0.000561591309134364,-0.225534457535419,0.0560838580122206,0.00055430164351509,0.000171965379585151,2.45771358359046e-06_5.4312930610041e-06_2.52751066085449e-08,0.000353787243431955,2967,2086,421,460,0.0329404869396697,0.000362808492679181,FALSE,bigwig_2024-12-17_15-53-51.147283
Set_5_c3_2024-12-17_03-04-13.683343_1.19040404040404e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:04:59.897886,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.19040404040404e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0792983598313874,0.0726494228512355,0.0872178513129628,0.0774091962994338,NA,NA,1.15556756843675,0.177298906502968,9.55795314645777e-05,-0.000100141781845892,0.00130325715008651,-0.347652649441852,0.0498187955186848,-0.00149448914571919,-0.00289589041034827,3.08960687024582e-06_6.24128099672145e-06_-2.29433054263165e-08,0.000342436029646266,3000,2028,497,475,0.03161326275,0.00036684377419533,FALSE,bigbird_2024-12-17_15-53-32.183902
Set_5_c3_2024-12-17_03-05-13.724849_1.33535353535354e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:05:59.91239,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.33535353535354e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0723021238409945,0.0663955284470326,0.0789304244482242,0.0693645030371556,NA,NA,1.10548030884998,0.122757926663213,0.000440640158313214,-0.000106704630945734,0.00105717599987493,0.991725389636342,0.350861001326923,0.00145989796296624,-0.00297198106040198,2.75041502008163e-06_5.29825151805672e-06_1.54772558191561e-07,0.0102696068459804,2984,1994,494,496,0.0303909855898123,0.000364887274066288,FALSE,bigwig_2024-12-17_15-54-04.942765
Set_5_c3_2024-12-17_03-05-28.612725_1.37676767676768e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:06:25.705585,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.37676767676768e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0526899140327805,0.051298014601391,0.0476471813869781,0.0528582738202238,NA,NA,1.05598103503558,0.000135046030112171,-0.000503450547971299,0.00115612046582463,0.000558519363538543,0.00641624891224734,0.100419664617941,-0.0027861082159072,0.000691829760835709,2.0756473506803e-06_5.00791327891665e-06_-2.38386245752322e-08,0.000508313913402937,3017,1928,523,566,0.031417329590653,0.000368922555582437,FALSE,bigwig_2024-12-17_15-53-06.814278
Set_5_c3_2024-12-17_03-05-43.625611_1.41818181818182e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:06:51.255116,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.41818181818182e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0548917172130098,0.0587163920159182,0.0472587086932286,0.0512653303152695,NA,NA,1.09388148824391,0.00686302582735507,-9.90965974992591e-05,9.23169788627948e-05,0.000549914000825449,0.342580630520666,0.241817641796203,-0.00176823877092242,-0.000368673687854761,2.21685392730369e-06_4.83226063806995e-06_-1.4031936342314e-07,0.00121055194367357,2981,1891,543,547,0.0319798578497149,0.000364520430292093,FALSE,bigwig_2024-12-17_15-57-32.489469
Set_5_c3_2024-12-17_03-08-43.671061_1.70808080808081e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:09:32.596505,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.70808080808081e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0639043600650051,0.055756390862926,0.062893669104037,0.0689884701689258,NA,NA,1.01931124439948,-0.000624400403687131,-0.000417704920698555,0.000894499920145179,0.00069843871496229,-0.577639162450356,0.0264997961447555,-0.00162909010335436,0.00110256917490905,2.16561529804861e-06_4.972493080229e-06_6.74073161086535e-08,0.000115008222984088,3027,1649,690,688,0.0325170136273538,0.000370145368163088,FALSE,bigbird_2024-12-17_15-59-32.080405
Set_5_c3_2024-12-17_03-08-43.681469_1.72878787878788e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:09:32.585455,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.72878787878788e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0624452744099795,0.0671528348201903,0.0709095675862043,0.0684530722761164,NA,NA,1.16473972112998,-0.00521271428850859,-3.21753909990629e-05,-0.0014481839574081,0.000717716266209658,-0.286114820037665,0.0538599525876268,0.002562685574933,-0.000478628340018546,2.68211825590298e-06_5.92684367144001e-06_-7.83036979218083e-08,0.000338048544012477,2998,1648,669,681,0.0314466613575717,0.0003665992116792,FALSE,bigbird_2024-12-17_15-58-33.917777
Set_5_c3_2024-12-17_03-08-58.749584_1.74949494949495e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:10:08.403159,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.74949494949495e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0689483862541531,0.0705395275742769,0.0514876295675592,0.0682849673686779,NA,NA,1.04465797200549,-0.0273328219068555,-0.000874887604766067,0.000140818786742394,0.000643254033502609,0.494694221692276,0.232453685551946,-0.000587329182987513,-0.000328086840362742,2.05676919216478e-06_4.45429689322933e-06_7.10864570840113e-08,0.00184787641240367,3028,1718,639,671,0.0325671908850726,0.000370267649421153,FALSE,bigwig_2024-12-17_15-59-27.619932
Set_5_c3_2024-12-17_03-09-13.722258_1.83232323232323e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:10:26.097646,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.83232323232323e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.088895486517555,0.102031506974291,0.101236665214686,0.078497802281473,NA,NA,1.17912000402993,0.0458032189836851,-5.06497858787369e-05,0.000878392439789668,0.000906443413111738,1.95848800554938,0.737226654250726,-0.00134654531422922,0.0078923381459536,2.97579404387553e-06_5.31973490596272e-06_-1.90480422126429e-07,0.105416957811297,3024,1587,745,692,0.0323305443948413,0.000369778524388892,FALSE,bigbird_2024-12-17_15-58-20.497056
Set_5_c3_2024-12-17_03-09-29.073025_1.89444444444444e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:10:38.60269,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.89444444444444e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.062540429753439,0.0686324918602161,0.0729499825549015,0.0701236985328903,NA,NA,1.09145881729423,0.0179383350648072,-0.00083765469039574,0.000921007682395506,0.000822597569703594,-0.551976647594693,0.0315754569993203,-0.000507787390882239,0.00304061296001679,2.63548112409553e-06_5.72309515087081e-06_5.80443866835249e-08,0.000154469890991059,3034,1561,713,760,0.0294128571193144,0.000371001336969544,FALSE,bigwig_2024-12-17_16-00-43.661953
Set_5_c3_2024-12-17_03-10-43.787173_1.97727272727273e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:11:43.036786,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.97727272727273e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0822294946526894,0.0860774886433916,0.0913349190101902,0.100240234631527,NA,NA,1.20234812819538,-0.00149658268121937,-0.000359524342032092,-6.97847642112167e-05,0.00108933132684572,-0.0402072598675877,0.0441992425216738,-0.0018332659377458,0.000800190204915935,3.35590070763013e-06_6.88590960328118e-06_3.20983500323656e-07,0.00089501749838668,3014,1495,767,752,0.0304316870023225,0.000368555711808241,FALSE,bigbird_2024-12-17_15-59-01.248674
Set_5_c3_2024-12-17_03-10-43.800124_1.93585858585859e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:11:42.426131,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.93585858585859e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0721728374525782,0.0702685197812082,0.0715470047151741,0.0744697056931025,NA,NA,1.13847752976639,0.0336103788572435,0.000325270101614022,0.000142787467419721,0.000882204002917803,0.184784313145675,0.104820023470666,-0.000187451028515376,9.08158034636185e-05,2.84155967135653e-06_5.46706554706233e-06_2.63861064188211e-08,0.00127119002191912,3002,1559,725,718,0.0308002292638241,0.00036708833671146,FALSE,bigwig_2024-12-17_15-59-48.548278
Set_5_c3_2024-12-17_03-10-58.975292_2.06010101010101e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:11:54.748545,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,2.06010101010101e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.111919806631465,0.118246701625172,0.118090876505284,0.103959344182556,NA,NA,1.24510713367467,0.0862558381633985,-0.000336758467459509,0.000212183303121806,0.00139596032627283,0.274074563529998,0.0824388681601253,0.0014263673108086,0.00291902369827375,3.56862588096732e-06_8.11210149239674e-06_-4.23524263190402e-08,0.00258292061982858,2990,1283,848,859,0.0314231239548495,0.000365620961614679,FALSE,bigwig_2024-12-17_16-03-04.258915
Set_5_c3_2024-12-17_03-11-28.765812_2.08080808080808e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:12:23.420662,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,2.08080808080808e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0873427136716966,0.0948950202913786,0.0834612322576634,0.0923831513989569,NA,NA,1.11000072448514,-0.0109751917607943,0.00100466303391366,-0.000402451484492932,0.000886894826729103,0.303836819986314,0.090640881987541,-0.00163578702210322,0.00132608817008126,2.65941500474994e-06_5.18462627704803e-06_2.57567246084822e-07,0.00182462867083033,3114,1492,833,789,0.0324786917148362,0.000380783837614752,FALSE,bigbird_2024-12-17_16-03-49.651121
Set_5_c3_2024-12-17_03-11-28.767183_2.10151515151515e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:12:21.208004,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,2.10151515151515e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.109197667880247,0.120674214475505,0.130195743436858,0.10828362170485,NA,NA,1.27402004945295,0.0419612795958352,0.000142442464018759,0.000339305396843449,0.0012975109659251,-0.160300381477306,0.0304834436665958,0.000792103521257492,0.00115121679681408,3.5940032374906e-06_8.47731102676395e-06_-6.67385132814717e-08,0.000896712805020785,3032,1369,833,830,0.0308317931233509,0.000370756774453413,FALSE,bigbird_2024-12-17_16-04-17.553261
Set_5_c3_2024-12-17_03-14-37.606726_2.30858585858586e-08_5_2_1000_10_4_0_1,1,2024-12-17 03:18:35.933662,2,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,2.30858585858586e-08,0,0,0.3,0.033,1,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.115729638076945,0.116031646622059,0.132684943362224,0.117176470175011,NA,NA,1.1982832839704,0.0591870024955863,-0.000581146051155356,-0.000182616665815241,0.00144896711647426,-0.0254904131695454,0.0453944654875144,-0.00329537401983026,-0.00206434837880932,3.99205093526395e-06_7.12021272862752e-06_-4.4201784096308e-07,0.00130048970745612,3074,1233,892,949,0.0308967005123617,0.000375892587292148,FALSE,bigbird_2024-12-17_16-04-17.082057
