Set_ID,sim,Time,end_gen,ngen1,ngen2,Ne,n_ind,n_ind_exp,n_cages,sequence_length,r_msp,r,r_expt,mu_msp,mu,mu_expt,shape,scale,mut_ratio,flip_sel_coef,Ve_w,Ve_w_expt,proj,LDalpha,pa,Vs,randomise,palpha_method,balpha_method,Ne_exp,va_true,vA_true,vA_est,vA_alpha_emp,vA_BC,Ne_BC,Residual_var,palpha_emp,balpha_intercept_emp,balpha_slope_emp,sigma2alpha_emp,palpha_est,palpha_var_est,balpha_intercept_est,balpha_slope_est,balpha_var_est,sigma2alpha_est,seg_sites,seg_sites_neu,seg_sites_ben,seg_sites_del,mean_diversity,theta,all.gp,analysis_stamp
Set_11_bigbird_2024-12-31_00-34-42.155223_6.06545454545455e-08_0.5_2_1000_10_4_0_2e-04,1,2024-12-31 01:04:33.872387,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,6.06545454545455e-08,6.06545454545455e-07,0,0.3,0.033,2e-04,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0123145112005661,0.0117482260154065,0.0231283378997605,0.0185315428347996,NA,NA,0.947465446381362,-0.852340244914915,-3.84248436714003e-06,0.000932587807560704,4.44960473913244e-07,-1.12155801757416,0.0578949143528834,-0.000417817210917484,0.000267754714698464,1.16995648358338e-07_1.79250570417473e-08_4.69582117488488e-09,1.60534511594835e-07,65157,54292,5429,5436,0.0146015526420799,0.00796747993174837,FALSE,biggar_2024-12-31_20-01-40.909165
Set_11_bigbird_2024-12-31_00-34-42.180982_6.57090909090909e-08_0.5_2_1000_10_4_0_2e-04,1,2024-12-31 01:06:43.32035,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,6.57090909090909e-08,6.57090909090909e-07,0,0.3,0.033,2e-04,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0139020650503709,0.0158058081367446,0.00926967971221722,0.0223040574486267,NA,NA,1.00440742797193,-0.798578771905943,2.20269766955889e-05,0.00116779183451055,6.93154359470522e-07,0.218880572447233,6.05874149657322,0.00016835304122454,0.000221991138320484,1.81337355248096e-07_3.26147542151548e-08_2.02015521282971e-09,1.99852877022662e-05,64657,53209,5678,5770,0.0135375814064989,0.00790633930271581,FALSE,bigbird_2024-12-31_22-21-35.363598
Set_11_bigbird_2024-12-31_00-34-42.248052_8.08727272727273e-08_0.5_2_1000_10_4_0_2e-04,1,2024-12-31 01:08:05.893519,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,8.08727272727273e-08,8.08727272727273e-07,0,0.3,0.033,2e-04,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.015637301767442,0.0152303820887921,0.0166099577864681,0.0392992656685344,NA,NA,1.06198471074614,-0.706943872567027,1.20310399549703e-05,0.00156639688984089,1.34381585318524e-06,-0.627906277585401,0.07738040694457,-0.000359021324312105,0.000367101776106562,1.89615051636314e-07_2.00848932127834e-08_-5.92975449671523e-09,1.93130638900309e-06,64966,51450,6740,6776,0.0112140715874457,0.00794412421145793,FALSE,bigfoot_2024-12-31_22-58-25.37646
Set_11_bigbird_2024-12-31_00-34-42.331439_9.09818181818182e-08_0.5_2_1000_10_4_0_2e-04,1,2024-12-31 01:12:14.566519,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,9.09818181818182e-08,9.09818181818182e-07,0,0.3,0.033,2e-04,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0172292081564526,0.0173785531062636,0.0231843971277839,0.0604672403548698,NA,NA,1.03463122558252,-0.691080454009387,-1.11856310072881e-05,0.00174042249941618,1.68190818132512e-06,-0.82150964225322,0.0477188758969179,-0.000131077314806462,0.000416426809161277,2.18691118831015e-07_1.71265655217834e-08_-1.69475786849431e-08,9.770533507699e-07,64574,49995,7304,7275,0.010796954164989,0.00789618995829641,FALSE,bigbird_2024-12-31_22-40-42.974254
Set_11_bigbird_2024-12-31_00-52-42.033637_1.06145454545455e-07_0.5_2_1000_10_4_0_2e-04,1,2024-12-31 01:34:19.647851,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.06145454545455e-07,1.06145454545455e-06,0,0.3,0.033,2e-04,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0220587335980108,0.0214909123015023,0.0102082744991431,0.055597723636589,NA,NA,1.09889120241986,-0.639539309990593,1.8536198169168e-05,0.00247035523926461,2.95315112441641e-06,-0.380089756155099,0.178887245694071,-0.000646998104365139,0.000350180140815863,2.31954671533965e-07_3.4671981936718e-08_1.65764376806719e-08,3.904103082795e-06,64912,47719,8551,8642,0.00963043546070064,0.00793752102352241,FALSE,biggar_2024-12-31_20-00-37.966726
Set_11_bigbird_2024-12-31_00-55-41.621286_1.21309090909091e-07_0.5_2_1000_10_4_0_2e-04,1,2024-12-31 01:41:34.985152,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.21309090909091e-07,1.21309090909091e-06,0,0.3,0.033,2e-04,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0254020074271166,0.0237412455688309,0.0246044857546705,0.0742141667090808,NA,NA,1.06682347353411,-0.616349708942637,-5.36757098100509e-06,0.00276448112829011,3.77724326117774e-06,-0.994158096782999,0.0595727792541548,-9.41712031108955e-05,0.00049195824955023,1.99004691987588e-07_2.69052599230886e-08_-1.08921957181514e-08,3.74795634652078e-07,64955,46556,9190,9209,0.0105835320279424,0.00794277911761922,FALSE,bigwig_2024-12-31_23-22-18.300137
Set_11_bigbird_2024-12-31_01-11-56.69075_1.36472727272727e-07_0.5_2_1000_10_4_0_2e-04,1,2024-12-31 02:01:10.668739,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.36472727272727e-07,1.36472727272727e-06,0,0.3,0.033,2e-04,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0286150054665193,0.0267232192039887,0.0198903421087968,0.0980034045132031,NA,NA,1.13744699404985,-0.565063583454153,5.15836221875743e-05,0.00335324062082351,5.81219328724583e-06,-0.714613959095683,0.0646597430374888,0.000102723153083657,0.000663997617440639,2.83551005168415e-07_3.37533101449538e-08_-3.19877970928389e-09,1.52113937766466e-06,65137,44697,10230,10210,0.00900128314552404,0.00796503430658706,FALSE,bigfoot_2024-12-31_23-00-32.250569
Set_11_bigbird_2024-12-31_01-15-26.610491_1.46581818181818e-07_0.5_2_1000_10_4_0_2e-04,1,2024-12-31 02:05:44.264523,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.46581818181818e-07,1.46581818181818e-06,0,0.3,0.033,2e-04,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0296151980402281,0.0241999290473833,0.026238419625026,0.0703260258448599,NA,NA,0.946094696299325,-0.556823351404575,3.8865631444727e-05,0.00368499728731836,6.41397365817702e-06,-0.48200573942584,0.0494254355132608,0.000319012506172129,0.000995132325400906,3.31806539420012e-07_7.06789581801149e-08_-1.39164085165276e-08,6.9695946657136e-06,65298,42997,11110,11191,0.00781046095783944,0.00798472158913555,FALSE,bigwig_2024-12-31_23-14-11.777188
Set_11_bigbird_2024-12-31_01-37-41.665232_1.668e-07_0.5_2_1000_10_4_0_2e-04,1,2024-12-31 02:31:31.314571,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.668e-07,1.668e-06,0,0.3,0.033,2e-04,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0357280505294017,0.0314505964516634,0.0371872942307808,0.107233821474842,NA,NA,1.02161619813501,-0.564087999470999,9.0335819169795e-06,0.00422338481473771,7.20291501824356e-06,-0.765054561075583,0.0257515474880067,-0.000504225368626041,0.000765739765780683,3.14028509625505e-07_6.19114402457526e-08_-3.65350242205241e-09,2.32042359501104e-06,65045,40437,12294,12314,0.00899277599738642,0.00795378443084508,FALSE,biggar_2025-01-01_00-55-58.186743
Set_11_bigbird_2024-12-31_01-39-26.828738_1.76909090909091e-07_0.5_2_1000_10_4_0_2e-04,1,2024-12-31 02:36:25.038824,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.76909090909091e-07,1.76909090909091e-06,0,0.3,0.033,2e-04,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0353727698726627,0.0348840486187759,0.0296500449898371,0.11981937953146,NA,NA,1.04194779788598,-0.508428129305685,-2.68472748327979e-05,0.00463643997612205,1.00840792408921e-05,-0.553453710039342,0.0360923309786359,-0.000182225622183952,0.00129308722271431,3.58823262732051e-07_7.1006122422962e-08_-3.02355244863843e-08,5.09582894673135e-06,64873,39656,12524,12693,0.00816342769333929,0.00793275205445788,FALSE,biggar_2025-01-01_00-55-12.84302
