Set_ID,sim,Time,end_gen,ngen1,ngen2,Ne,n_ind,n_ind_exp,n_cages,sequence_length,r_msp,r,r_expt,mu_msp,mu,mu_expt,shape,scale,mut_ratio,flip_sel_coef,Ve_w,Ve_w_expt,vA_true,vA_true_new,va_true,va_true_new,va_left,va_left_new,time_stamp_va_left
Set_12_bigbird_2025-02-14_00-32-50.784165_4.448e-07_0.5_0.01_1000_10_4_0_0,1,2025-02-14 02:34:27.39153,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,1e-08,4.448e-07,4.448e-06,0,0.3,0.033,0,0,1,1,0.0901148048856608,0.0856153675688229,0.0790859392186905,0.0758301205528295,0.0665008110275647,0.0640791147488567,bigfoot_2025-04-10_18-23-43.843833
Set_12_bigbird_2025-02-14_01-00-06.450515_4.65018181818182e-07_0.5_0.01_1000_10_4_0_0,1,2025-02-14 03:12:35.089418,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,1e-08,4.65018181818182e-07,4.65018181818182e-06,0,0.3,0.033,0,0,1,1,0.0817361323706927,0.077439935171765,0.0997185000420516,0.0954152465935148,0.0878087836911897,0.0843949090713839,bigfoot_2025-04-10_18-26-59.386003
Set_12_bigbird_2025-02-14_01-10-35.724158_4.75127272727273e-07_0.5_0.01_1000_10_4_0_0,1,2025-02-14 03:24:33.837813,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,1e-08,4.75127272727273e-07,4.75127272727273e-06,0,0.3,0.033,0,0,1,1,0.083348778062056,0.0792759248695657,0.0970482928730476,0.0928496224514277,0.0862385567015769,0.0828169762004771,bigfoot_2025-04-10_18-28-17.937117
Set_12_bigbird_2025-02-14_01-17-50.688827_4.80181818181818e-07_0.5_0.01_1000_10_4_0_0,1,2025-02-14 03:32:04.684585,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,1e-08,4.80181818181818e-07,4.80181818181818e-06,0,0.3,0.033,0,0,1,1,0.0833118162249348,0.0795057584645246,0.0898010897379448,0.0860036024706889,0.07757977806209,0.074611308998154,bigfoot_2025-04-10_18-31-12.314962
Set_12_bigbird_2025-02-14_02-36-05.679433_5.10509090909091e-07_0.5_0.01_1000_10_4_0_0,1,2025-02-14 04:52:13.905662,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,1e-08,5.10509090909091e-07,5.10509090909091e-06,0,0.3,0.033,0,0,1,1,0.0881182994517446,0.0838132045300878,0.0899052228078002,0.0859109279025128,0.07933629978032,0.076166247088026,bigfoot_2025-04-10_18-31-38.305598
Set_12_bigbird_2025-02-14_03-14-05.688033_5.30727272727273e-07_0.5_0.01_1000_10_4_0_0,1,2025-02-14 05:33:40.436434,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,1e-08,5.30727272727273e-07,5.30727272727273e-06,0,0.3,0.033,0,0,1,1,0.0993932333079664,0.0944815104996276,0.102279918782101,0.0975453208757977,0.0891458349622059,0.0853982026359937,bigwig_2025-04-10_18-31-52.428417
Set_12_bigbird_2025-02-14_03-26-05.659174_5.40836363636364e-07_0.5_0.01_1000_10_4_0_0,1,2025-02-14 05:49:00.791735,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,1e-08,5.40836363636364e-07,5.40836363636364e-06,0,0.3,0.033,0,0,1,1,0.0916413594469215,0.0872454392277017,0.094739408603003,0.0907402086520069,0.0830437432444407,0.0798481581516251,bigfoot_2025-04-10_18-31-55.519799
Set_12_bigbird_2025-02-14_03-33-35.66219_5.50945454545455e-07_0.5_0.01_1000_10_4_0_0,1,2025-02-14 05:54:35.701839,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,1e-08,5.50945454545455e-07,5.50945454545455e-06,0,0.3,0.033,0,0,1,1,0.0987492898056246,0.0935555989491506,0.100419151823616,0.0960770944332157,0.0861455349320057,0.0828219239519245,bigwig_2025-04-10_18-35-27.218998
Set_12_bigbird_2025-02-14_04-53-35.651614_7.07636363636364e-08_0.5_0.2_1000_10_4_0_0,1,2025-02-14 05:26:36.737804,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,7.07636363636364e-08,7.07636363636364e-07,0,0.3,0.033,0,0,1,1,0.014874718353581,0.0142208407305223,0.0151462414242682,0.0145178277732252,0.0136402156506184,0.0131014388938607,bigwig_2025-04-10_18-45-38.267976
Set_12_bigbird_2025-02-14_05-31-20.624143_1.112e-07_0.5_0.2_1000_10_4_0_0,1,2025-02-14 06:15:24.699995,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,1.112e-07,1.112e-06,0,0.3,0.033,0,0,1,1,0.0230111228512669,0.0219679187490612,0.021117862454678,0.0201760367557525,0.0185280621692769,0.0177902504468105,bigwig_2025-04-10_18-46-58.522057
Set_12_bigbird_2025-02-14_05-35-05.622208_1.21309090909091e-07_0.5_0.2_1000_10_4_0_0,1,2025-02-14 06:18:57.101767,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,1.21309090909091e-07,1.21309090909091e-06,0,0.3,0.033,0,0,1,1,0.0214077118384324,0.0204349978470024,0.0232063565095818,0.0221944099287232,0.0207503092654325,0.0199289892158452,bigwig_2025-04-10_18-45-55.371281
Set_12_bigbird_2025-02-14_05-50-05.64886_1.41527272727273e-07_0.5_0.2_1000_10_4_0_0,1,2025-02-14 06:41:54.545791,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,1.41527272727273e-07,1.41527272727273e-06,0,0.3,0.033,0,0,1,1,0.0274949703068706,0.0263040976743097,0.0273560205955341,0.0262154637491283,0.0242888706281979,0.0233430873121053,bigwig_2025-04-10_18-49-13.111883
Set_12_bigbird_2025-02-14_05-56-20.677578_1.51636363636364e-07_0.5_0.2_1000_10_4_0_0,1,2025-02-14 06:50:11.017691,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,1.51636363636364e-07,1.51636363636364e-06,0,0.3,0.033,0,0,1,1,0.0262585574469591,0.0251034857098786,0.0285889870189188,0.0274210520126306,0.0251841786225583,0.0242470421023967,bigfoot_2025-04-10_21-00-09.593166
Set_12_bigbird_2025-02-14_06-18-35.652457_1.76909090909091e-07_0.5_0.2_1000_10_4_0_0,1,2025-02-14 07:18:28.802142,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,1.76909090909091e-07,1.76909090909091e-06,0,0.3,0.033,0,0,1,1,0.0285203121114675,0.0270364185160279,0.0332607429007261,0.0318405694575324,0.0290865018138072,0.028000089476817,bigfoot_2025-04-10_21-02-45.021503
Set_12_bigbird_2025-02-14_06-22-20.655965_1.87018181818182e-07_0.5_0.2_1000_10_4_0_0,1,2025-02-14 07:24:08.03375,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,1.87018181818182e-07,1.87018181818182e-06,0,0.3,0.033,0,0,1,1,0.038863539356316,0.0371259966989228,0.0380152553113687,0.0363715436240741,0.033293732011817,0.0319887726171882,bigfoot_2025-04-10_20-59-51.775936
Set_12_bigbird_2025-02-14_06-45-05.664327_2.07236363636364e-07_0.5_0.2_1000_10_4_0_0,1,2025-02-14 07:51:45.219484,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,2.07236363636364e-07,2.07236363636364e-06,0,0.3,0.033,0,0,1,1,0.0379212334411415,0.0361670579212438,0.0391301961552791,0.0375139977184746,0.0349412506276032,0.0335913719044527,bigfoot_2025-04-10_21-06-38.131618
Set_12_bigbird_2025-02-14_06-52-35.652955_2.17345454545455e-07_0.5_0.2_1000_10_4_0_0,1,2025-02-14 08:00:11.344131,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,2.17345454545455e-07,2.17345454545455e-06,0,0.3,0.033,0,0,1,1,0.0384478280530076,0.0367050919198946,0.0468045264370877,0.0448006372852222,0.0416733236040042,0.0400236521366111,bigwig_2025-04-10_21-09-25.890658
Set_12_bigbird_2025-02-14_07-20-50.673596_2.42618181818182e-07_0.5_0.2_1000_10_4_0_0,1,2025-02-14 08:31:38.123255,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,2.42618181818182e-07,2.42618181818182e-06,0,0.3,0.033,0,0,1,1,0.0479938804845058,0.0460423827073233,0.0455998719065347,0.043809052875569,0.0402412169734319,0.0388075125839003,bigfoot_2025-04-10_21-10-46.137126
Set_12_bigbird_2025-02-14_07-26-20.637477_2.52727272727273e-07_0.5_0.2_1000_10_4_0_0,1,2025-02-14 08:42:31.459117,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,2.52727272727273e-07,2.52727272727273e-06,0,0.3,0.033,0,0,1,1,0.0447830057133553,0.0427902101749106,0.0513539264508683,0.049321261446413,0.0460423413296551,0.0443326064300565,bigfoot_2025-04-10_21-08-04.080761
Set_12_bigbird_2025-02-14_07-54-05.658714_2.78e-07_0.5_0.2_1000_10_4_0_0,1,2025-02-14 09:14:55.072091,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,2.78e-07,2.78e-06,0,0.3,0.033,0,0,1,1,0.053082430020576,0.0505232910940596,0.0632183986258578,0.060586922556427,0.0564314898234603,0.0542530014145967,bigwig_2025-04-10_21-12-29.43445
Set_12_bigbird_2025-02-14_08-02-35.714475_2.83054545454545e-07_0.5_0.2_1000_10_4_0_0,1,2025-02-14 09:26:36.055028,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,2.83054545454545e-07,2.83054545454545e-06,0,0.3,0.033,0,0,1,1,0.0446424436997689,0.0424353300399556,0.05615009842646,0.0535875762190665,0.0499426193200908,0.047893216716336,bigwig_2025-04-10_21-21-13.250203
Set_12_bigbird_2025-02-14_08-33-50.674274_3.13381818181818e-07_0.5_0.2_1000_10_4_0_0,1,2025-02-14 10:02:48.849998,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,3.13381818181818e-07,3.13381818181818e-06,0,0.3,0.033,0,0,1,1,0.0556475262324219,0.0530436326987246,0.0634544314966076,0.0608141490662341,0.0567358316216415,0.0545946714466614,bigwig_2025-04-10_21-22-07.058566
Set_12_bigbird_2025-02-14_08-44-35.682897_3.18436363636364e-07_0.5_0.2_1000_10_4_0_0,1,2025-02-14 10:12:22.710203,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,3.18436363636364e-07,3.18436363636364e-06,0,0.3,0.033,0,0,1,1,0.0556671647763989,0.053040251250847,0.0631859707916746,0.0604867369874714,0.055658151643069,0.0534682533821761,bigwig_2025-04-10_21-26-34.774613
Set_12_bigbird_2025-02-14_09-17-20.60108_3.43709090909091e-07_0.5_0.2_1000_10_4_0_0,1,2025-02-14 10:54:14.709339,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-07,3.43709090909091e-07,3.43709090909091e-06,0,0.3,0.033,0,0,1,1,0.0560543380449416,0.0532873464078115,0.0717923927166726,0.0689598190296046,0.0640204272832129,0.06170650530218,bigwig_2025-04-10_21-24-45.560205
Set_14_ac3-n5_2025-03-19_00-12-22.040621_2.6969696969697e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 00:23:06.16519,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.6969696969697e-08,2.6969696969697e-07,0,0.3,0.033,0.02,0,1,1,0.0154286606684149,0.0151417833501876,0.0241345026508824,0.0239556234874185,0.0232277789324748,0.0232909667734013,ac3-n6_2025-04-09_18-48-09.84384
Set_14_ac3-n5_2025-03-19_00-12-22.041168_2.46464646464646e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 00:22:18.581035,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.46464646464646e-08,2.46464646464646e-07,0,0.3,0.033,0.02,0,1,1,0.0132491448286983,0.0129769732967852,0.0170220703303006,0.016721592216039,0.0161001286171477,0.0158587799276991,ac3-n6_2025-04-09_18-50-01.088121
Set_14_ac3-n5_2025-03-19_00-12-22.041741_2e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 00:21:46.576253,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2e-08,2e-07,0,0.3,0.033,0.02,0,1,1,0.0125644145723293,0.0122910616014021,0.0148203895438955,0.0146612481823682,0.0141602648086338,0.0141284367446587,ac3-n6_2025-04-09_18-56-24.953522
Set_14_ac3-n5_2025-03-19_00-12-22.04202_2.92929292929293e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 00:23:44.652914,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.92929292929293e-08,2.92929292929293e-07,0,0.3,0.033,0.02,0,1,1,0.0129880186685413,0.0125852259011754,0.0151237056584861,0.0146611240710945,0.0139801832079866,0.0135921796382646,ac3-n6_2025-04-09_18-50-25.471536
Set_14_ac3-n5_2025-03-19_00-12-22.044468_2.23232323232323e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 00:21:56.376458,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.23232323232323e-08,2.23232323232323e-07,0,0.3,0.033,0.02,0,1,1,0.0175029811392501,0.0163029359295452,0.0168983527233529,0.0158290677144601,0.0140295486763757,0.0132933776176338,ac3-n6_2025-04-09_19-03-04.216524
Set_14_ac3-n5_2025-03-19_00-23-58.441421_3.16161616161616e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 00:35:38.435243,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.16161616161616e-08,3.16161616161616e-07,0,0.3,0.033,0.02,0,1,1,0.0461356448321175,0.0451488595352613,0.0664244044734058,0.065508218544184,0.0610317599764415,0.0603699919520172,ac3-n6_2025-04-09_19-02-14.599147
Set_14_ac3-n5_2025-03-19_00-24-08.324636_3.39393939393939e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 00:35:15.927813,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.39393939393939e-08,3.39393939393939e-07,0,0.3,0.033,0.02,0,1,1,0.0191103541239991,0.0189480736721984,0.0236907340606917,0.0235066310887773,0.0229299939548601,0.0228151369557967,ac3-n5_2025-04-09_19-35-36.451079
Set_14_ac3-n5_2025-03-19_00-24-25.308232_3.62626262626263e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 00:36:45.240156,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.62626262626263e-08,3.62626262626263e-07,0,0.3,0.033,0.02,0,1,1,0.0164000182213731,0.0160664568829605,0.0180301578192177,0.0176891276125937,0.0167646456718639,0.0165285566640779,ac3-n6_2025-04-09_20-33-13.743939
Set_14_ac3-n5_2025-03-19_00-25-14.717877_3.85858585858586e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 00:37:59.937475,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.85858585858586e-08,3.85858585858586e-07,0,0.3,0.033,0.02,0,1,1,0.0159414810542113,0.0153295828110499,0.0204853825186299,0.0198748161384134,0.0187756822533204,0.0183169072562666,ac3-n6_2025-04-09_20-41-00.010321
Set_14_ac3-n5_2025-03-19_00-25-45.865234_4.09090909090909e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 00:39:34.627886,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.09090909090909e-08,4.09090909090909e-07,0,0.3,0.033,0.02,0,1,1,0.0338662378187748,0.03309740415454,0.0340963821878426,0.0333357185025863,0.0311517041549022,0.0306738380434089,ac3-n6_2025-04-09_20-35-12.484871
Set_14_ac3-n5_2025-03-19_00-37-02.295987_4.32323232323232e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 00:50:23.521022,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.32323232323232e-08,4.32323232323232e-07,0,0.3,0.033,0.02,0,1,1,0.0353078475030894,0.0350772749629053,0.0299097856234443,0.0298138649190674,0.0296515386766828,0.0298771708064953,ac3-n6_2025-04-09_20-45-10.102606
Set_14_ac3-n5_2025-03-19_00-37-23.792891_4.55555555555556e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 00:50:59.025426,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.55555555555556e-08,4.55555555555556e-07,0,0.3,0.033,0.02,0,1,1,0.0231737878961247,0.0230330085770645,0.0346348879029993,0.0341933113284717,0.0338358786677042,0.0336133894812931,ac3-n6_2025-04-09_20-50-09.208013
Set_14_ac3-n5_2025-03-19_00-38-23.216984_4.78787878787879e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 00:51:53.503038,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.78787878787879e-08,4.78787878787879e-07,0,0.3,0.033,0.02,0,1,1,0.0195146559816931,0.0194231829915956,0.029830274950824,0.0299526404710401,0.0296065994604814,0.0299228206524184,ac3-n6_2025-04-09_20-54-03.125154
Set_14_ac3-n5_2025-03-19_00-39-37.29652_5.02020202020202e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 00:53:38.928759,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.02020202020202e-08,5.02020202020202e-07,0,0.3,0.033,0.02,0,1,1,0.0212999711597788,0.0214375589376404,0.0365646101281645,0.0368372753699123,0.0372069133892772,0.0377691902446244,ac3-n5_2025-04-09_21-14-53.452485
Set_14_ac3-n5_2025-03-19_00-41-04.877908_5.25252525252525e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 00:56:08.271212,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.25252525252525e-08,5.25252525252525e-07,0,0.3,0.033,0.02,0,1,1,0.0223417486993778,0.0220074691870118,0.0246514185193528,0.0243085496338522,0.0240949435304446,0.0239849725948961,ac3-n6_2025-04-09_22-19-03.670261
Set_14_ac3-n5_2025-03-19_00-51-58.110703_5.48484848484849e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 01:06:24.839499,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.48484848484849e-08,5.48484848484849e-07,0,0.3,0.033,0.02,0,1,1,0.0182513222607073,0.0176214691627526,0.0201256967614239,0.0195626177869355,0.018090798926684,0.0176798663591792,ac3-n6_2025-04-09_22-18-41.225154
Set_14_ac3-n5_2025-03-19_00-52-26.395298_5.71717171717172e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 01:09:41.807658,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.71717171717172e-08,5.71717171717172e-07,0,0.3,0.033,0.02,0,1,1,0.0301791008285384,0.0300966485380765,0.0472836896660666,0.0476293205645518,0.0466347986413972,0.0473569494827404,ac3-n6_2025-04-09_22-26-10.470221
Set_14_ac3-n5_2025-03-19_00-53-32.429899_5.94949494949495e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 01:08:25.724288,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.94949494949495e-08,5.94949494949495e-07,0,0.3,0.033,0.02,0,1,1,0.0231955158858702,0.0222698337965285,0.0301137425593705,0.0291633822562627,0.0276755547923101,0.0270602569098454,ac3-n6_2025-04-09_22-32-18.562591
Set_14_ac3-n5_2025-03-19_00-55-05.097529_6.18181818181818e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 01:13:19.897848,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,6.18181818181818e-08,6.18181818181818e-07,0,0.3,0.033,0.02,0,1,1,0.0217271239781223,0.0213973021090126,0.026288843313133,0.0260510101238732,0.025748836344939,0.0256834223218366,ac3-n6_2025-04-09_22-36-57.715912
Set_14_ac3-n5_2025-03-19_00-57-38.623533_6.41414141414141e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 01:14:48.020931,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,6.41414141414141e-08,6.41414141414141e-07,0,0.3,0.033,0.02,0,1,1,0.024117366453752,0.0237849635163387,0.0306308956462468,0.0304654513001394,0.0297666429168257,0.0298281239246897,ac3-n6_2025-04-09_22-42-20.285217
Set_14_ac3-n5_2025-03-19_01-07-42.923942_6.64646464646465e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 01:24:20.896497,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,6.64646464646465e-08,6.64646464646465e-07,0,0.3,0.033,0.02,0,1,1,0.0326068612201672,0.0324637161580114,0.0366971448352552,0.0367245232591245,0.0362673401773666,0.0366457201201509,ac3-n5_2025-04-09_22-50-49.633034
Set_14_ac3-n5_2025-03-19_01-09-44.447473_6.87878787878788e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 01:26:35.989722,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,6.87878787878788e-08,6.87878787878788e-07,0,0.3,0.033,0.02,0,1,1,0.0432402626659715,0.0403591504937228,0.0587559091839602,0.0553396559817514,0.0488509681790336,0.047121228219927,ac3-n6_2025-04-10_00-03-25.94108
Set_14_ac3-n5_2025-03-19_01-11-15.211043_7.11111111111111e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 01:28:09.657076,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,7.11111111111111e-08,7.11111111111111e-07,0,0.3,0.033,0.02,0,1,1,0.0228608068202605,0.0221483176593311,0.027854299560728,0.0273299224345231,0.0261961374129815,0.0258372942692497,ac3-n6_2025-04-10_00-02-39.598986
Set_14_ac3-n5_2025-03-19_01-14-54.395799_7.34343434343434e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 01:34:44.242936,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,7.34343434343434e-08,7.34343434343434e-07,0,0.3,0.033,0.02,0,1,1,0.0308752970027909,0.0305921650935606,0.0341333715745509,0.0337450117109882,0.0324171624700429,0.0322802795851453,ac3-n6_2025-04-10_00-13-14.841016
Set_14_ac3-n5_2025-03-19_01-16-23.857635_7.57575757575758e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 01:35:45.925261,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,7.57575757575758e-08,7.57575757575758e-07,0,0.3,0.033,0.02,0,1,1,0.0300058629625778,0.0290719729665138,0.0397758160699292,0.0388920587722579,0.0372242929171198,0.03673146087988,ac3-n6_2025-04-10_00-19-29.072347
Set_14_ac3-n5_2025-03-19_01-25-45.193129_7.80808080808081e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 01:43:07.995062,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,7.80808080808081e-08,7.80808080808081e-07,0,0.3,0.033,0.02,0,1,1,0.0331729708348396,0.0329527243005149,0.046341819442414,0.0463115349682766,0.0455539231216053,0.04585021087487,ac3-n6_2025-04-10_00-23-32.959414
Set_14_ac3-n5_2025-03-19_01-27-54.227266_8.04040404040404e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 01:45:27.512902,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,8.04040404040404e-08,8.04040404040404e-07,0,0.3,0.033,0.02,0,1,1,0.0267075774682981,0.0256654894148179,0.0273835569358839,0.026416507724371,0.0245555715736984,0.0239103886536532,ac3-n6_2025-04-10_00-29-38.855876
Set_14_ac3-n5_2025-03-19_01-29-28.494602_8.27272727272727e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 01:50:58.340469,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,8.27272727272727e-08,8.27272727272727e-07,0,0.3,0.033,0.02,0,1,1,0.065671758100989,0.0637449783792532,0.0564669976885707,0.055493390831894,0.0494299074465631,0.0488856645180766,ac3-n5_2025-04-10_00-26-46.493914
Set_14_ac3-n5_2025-03-19_01-36-01.776414_8.5050505050505e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 01:59:08.460173,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,8.5050505050505e-08,8.5050505050505e-07,0,0.3,0.033,0.02,0,1,1,0.0305317454227712,0.0293830285357487,0.0300781350057018,0.0290903509340472,0.027296999739485,0.0265289449546164,ac3-n6_2025-04-10_01-50-59.408666
Set_14_ac3-n5_2025-03-19_01-36-56.480249_8.73737373737374e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 01:57:51.071346,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,8.73737373737374e-08,8.73737373737374e-07,0,0.3,0.033,0.02,0,1,1,0.0239736795216827,0.0232928815121087,0.0304760192217333,0.0300729350365834,0.0293202002367361,0.0290538760726462,ac3-n6_2025-04-10_01-49-24.233767
Set_14_ac3-n5_2025-03-19_01-44-20.380195_8.96969696969697e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 02:05:19.757981,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,8.96969696969697e-08,8.96969696969697e-07,0,0.3,0.033,0.02,0,1,1,0.032624596674968,0.0327310050030192,0.0377738521206151,0.0380644091811548,0.0387681845478258,0.0395294506956302,ac3-n6_2025-04-10_02-00-22.047785
Set_14_ac3-n5_2025-03-19_01-46-37.27678_9.2020202020202e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 02:06:44.932972,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,9.2020202020202e-08,9.2020202020202e-07,0,0.3,0.033,0.02,0,1,1,0.0416631970001515,0.0398179530402193,0.0484636058565868,0.0466610340200371,0.0423895591177037,0.0412212615567235,ac3-n6_2025-04-10_02-07-34.510548
Set_14_ac3-n5_2025-03-19_01-52-06.916746_9.43434343434344e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 02:13:18.853441,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,9.43434343434344e-08,9.43434343434344e-07,0,0.3,0.033,0.02,0,1,1,0.0329508665736717,0.0321526346857046,0.0324266742788655,0.0318284455196944,0.0303342000626653,0.0300742977121007,ac3-n6_2025-04-10_02-06-40.415753
Set_14_ac3-n5_2025-03-19_01-59-13.459606_9.66666666666667e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 02:22:27.773301,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,9.66666666666667e-08,9.66666666666667e-07,0,0.3,0.033,0.02,0,1,1,0.0535137369981001,0.0570914184476785,0.0663665680364733,0.0695957127035828,0.0772429555827772,0.0843387625172917,ac3-n5_2025-04-10_02-05-01.608596
Set_14_ac3-n5_2025-03-19_02-00-23.023452_9.8989898989899e-08_0.5_2_1000_10_4_0_0.02,1,2025-03-19 02:25:22.198994,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,9.8989898989899e-08,9.8989898989899e-07,0,0.3,0.033,0.02,0,1,1,0.0366582882822588,0.035935762471129,0.0387545806772369,0.0382895116182996,0.0372756622956169,0.037082676004425,ac3-n6_2025-04-10_02-17-35.880567
