Set_ID,sim,Time,end_gen,ngen1,ngen2,Ne,n_ind,n_ind_exp,n_cages,sequence_length,r_msp,r,r_expt,mu_msp,mu,mu_expt,shape,scale,mut_ratio,flip_sel_coef,Ve_w,Ve_w_expt,va_true,va_left,time_stamp_va_left
Set_9_bigfoot_2024-12-26_00-57-27.101601_1.01090909090909e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 01:41:39.722266,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.01090909090909e-07,1.01090909090909e-06,0,0.3,0.033,0,0,1,1,0.020857176161091,0.0184357136899904,ac3-n6_2025-03-13_19-45-19.237891
Set_9_bigfoot_2024-12-26_02-07-11.627836_1.87018181818182e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 03:05:33.384361,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.87018181818182e-07,1.87018181818182e-06,0,0.3,0.033,0,0,1,1,0.0346444210187855,0.0302155367694068,ac3-n6_2025-03-13_19-43-39.076813
Set_9_bigfoot_2024-12-26_04-22-41.546935_3.18436363636364e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 05:54:27.058285,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.18436363636364e-07,3.18436363636364e-06,0,0.3,0.033,0,0,1,1,0.0631977310570385,0.0553432892116367,ac3-n6_2025-03-13_19-42-36.955945
Set_9_biggar_2024-12-26_00-57-26.583939_7.07636363636364e-08_0.5_2_1000_10_4_0_0,1,2024-12-26 01:14:27.809918,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,7.07636363636364e-08,7.07636363636364e-07,0,0.3,0.033,0,0,1,1,0.0145230373704922,0.012925273188196,ac3-n6_2025-03-13_19-46-07.760424
Set_9_biggar_2024-12-26_00-57-26.584353_5.56e-08_0.5_2_1000_10_4_0_0,1,2024-12-26 01:13:08.189255,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.56e-08,5.56e-07,0,0.3,0.033,0,0,1,1,0.0119079814404149,0.0104312430215397,ac3-n6_2025-03-13_20-09-35.036139
Set_9_biggar_2024-12-26_00-57-26.657989_7.58181818181818e-08_0.5_2_1000_10_4_0_0,1,2024-12-26 01:16:28.145333,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,7.58181818181818e-08,7.58181818181818e-07,0,0.3,0.033,0,0,1,1,0.0157713008431583,0.0137348170093926,ac3-n6_2025-03-13_20-09-48.935584
Set_9_biggar_2024-12-26_00-57-26.676051_9.60363636363636e-08_0.5_2_1000_10_4_0_0,1,2024-12-26 01:19:57.075985,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,9.60363636363636e-08,9.60363636363636e-07,0,0.3,0.033,0,0,1,1,0.0205638161503675,0.0186833165953897,ac3-n6_2025-03-13_20-09-35.264793
Set_9_biggar_2024-12-26_01-00-41.622038_1.06145454545455e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 01:22:17.392582,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.06145454545455e-07,1.06145454545455e-06,0,0.3,0.033,0,0,1,1,0.0201636224010454,0.0175876788569284,ac3-n6_2025-03-13_20-08-07.422346
Set_9_biggar_2024-12-26_01-17-41.640369_1.21309090909091e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 01:40:18.842606,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.21309090909091e-07,1.21309090909091e-06,0,0.3,0.033,0,0,1,1,0.023254523880888,0.019963665127099,ac3-n6_2025-03-13_20-09-21.764412
Set_9_biggar_2024-12-26_01-23-56.590872_1.26363636363636e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 01:49:57.941518,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.26363636363636e-07,1.26363636363636e-06,0,0.3,0.033,0,0,1,1,0.0308162377476141,0.0271779390260063,ac3-n6_2025-03-13_20-13-42.552093
Set_9_biggar_2024-12-26_01-36-26.643016_1.31418181818182e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 02:04:26.546194,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.31418181818182e-07,1.31418181818182e-06,0,0.3,0.033,0,0,1,1,0.0269814417217821,0.0241005910878232,ac3-n6_2025-03-13_20-17-36.219842
Set_9_biggar_2024-12-26_01-38-11.688685_1.36472727272727e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 02:05:14.071279,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.36472727272727e-07,1.36472727272727e-06,0,0.3,0.033,0,0,1,1,0.0273813610763204,0.0245421784664787,ac3-n6_2025-03-13_20-17-39.848525
Set_9_biggar_2024-12-26_01-39-56.92755_1.46581818181818e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 02:08:47.909864,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.46581818181818e-07,1.46581818181818e-06,0,0.3,0.033,0,0,1,1,0.0295662215431765,0.0256055271611617,ac3-n6_2025-03-13_20-26-46.863912
Set_9_biggar_2024-12-26_01-44-41.691182_1.56690909090909e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 02:12:46.720079,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.56690909090909e-07,1.56690909090909e-06,0,0.3,0.033,0,0,1,1,0.0310617485175296,0.0279174285879997,ac3-n6_2025-03-13_20-30-41.844879
Set_9_biggar_2024-12-26_01-51-26.696146_1.668e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 02:20:39.059398,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.668e-07,1.668e-06,0,0.3,0.033,0,0,1,1,0.0347459881878732,0.0305856031182979,ac3-n6_2025-03-13_20-31-15.708064
Set_9_biggar_2024-12-26_02-06-27.687134_1.81963636363636e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 02:35:25.935401,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.81963636363636e-07,1.81963636363636e-06,0,0.3,0.033,0,0,1,1,0.0329425849718727,0.0292244000575241,ac3-n6_2025-03-13_20-31-31.505934
Set_9_biggar_2024-12-26_02-10-26.587742_1.92072727272727e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 02:40:54.188921,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.92072727272727e-07,1.92072727272727e-06,0,0.3,0.033,0,0,1,1,0.0421239600478178,0.0378254569808405,ac3-n6_2025-03-13_20-33-41.679166
Set_9_biggar_2024-12-26_02-22-11.655192_2.02181818181818e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 02:56:28.450944,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.02181818181818e-07,2.02181818181818e-06,0,0.3,0.033,0,0,1,1,0.0383661572618783,0.0334508432730678,ac3-n6_2025-03-13_20-33-00.2723
Set_9_biggar_2024-12-26_02-29-26.634609_2.07236363636364e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 03:03:20.322931,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.07236363636364e-07,2.07236363636364e-06,0,0.3,0.033,0,0,1,1,0.0438742143398762,0.0385111010518749,ac3-n6_2025-03-13_20-34-25.373848
Set_9_biggar_2024-12-26_02-36-11.610399_2.12290909090909e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 03:09:00.571859,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.12290909090909e-07,2.12290909090909e-06,0,0.3,0.033,0,0,1,1,0.0424426260328902,0.037739417668926,ac3-n6_2025-03-13_20-53-46.252117
Set_9_biggar_2024-12-26_02-42-26.652907_2.224e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 03:19:47.166733,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.224e-07,2.224e-06,0,0.3,0.033,0,0,1,1,0.0450626641796727,0.0395285369138446,ac3-n6_2025-03-13_20-57-59.877658
Set_9_biggar_2024-12-26_02-54-56.631091_2.32509090909091e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 03:34:14.388164,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.32509090909091e-07,2.32509090909091e-06,0,0.3,0.033,0,0,1,1,0.0482381890959794,0.0420299882147601,ac3-n6_2025-03-13_20-57-54.826911
Set_9_biggar_2024-12-26_03-04-56.662356_2.42618181818182e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 03:43:45.203914,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.42618181818182e-07,2.42618181818182e-06,0,0.3,0.033,0,0,1,1,0.0484893960686149,0.0435270037126069,ac3-n6_2025-03-13_20-58-11.437726
Set_9_biggar_2024-12-26_03-07-56.662846_2.52727272727273e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 03:48:45.895346,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.52727272727273e-07,2.52727272727273e-06,0,0.3,0.033,0,0,1,1,0.0480646457521465,0.0425570666734268,ac3-n6_2025-03-13_20-57-01.81378
Set_9_biggar_2024-12-26_03-17-41.766864_2.62836363636364e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 03:56:48.181336,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.62836363636364e-07,2.62836363636364e-06,0,0.3,0.033,0,0,1,1,0.0522764218396262,0.046307944909401,ac3-n6_2025-03-13_20-59-18.921411
Set_9_biggar_2024-12-26_03-35-41.657482_2.72945454545455e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 04:19:22.020939,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.72945454545455e-07,2.72945454545455e-06,0,0.3,0.033,0,0,1,1,0.0530509774864711,0.046629711455724,ac3-n6_2025-03-13_21-05-14.848565
Set_9_biggar_2024-12-26_03-43-41.799191_2.78e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 04:30:41.099838,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.78e-07,2.78e-06,0,0.3,0.033,0,0,1,1,0.0589019663462225,0.0524008795330295,ac3-n6_2025-03-13_21-05-04.482679
Set_9_biggar_2024-12-26_03-49-56.660731_2.88109090909091e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 04:36:01.442103,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.88109090909091e-07,2.88109090909091e-06,0,0.3,0.033,0,0,1,1,0.0562046522207574,0.0489165292629967,ac3-n6_2025-03-13_21-11-56.512453
Set_9_biggar_2024-12-26_03-57-11.618519_2.93163636363636e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 04:43:46.755858,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.93163636363636e-07,2.93163636363636e-06,0,0.3,0.033,0,0,1,1,0.057621535918073,0.051325322330256,ac3-n6_2025-03-13_21-18-16.357511
Set_9_biggar_2024-12-26_04-10-26.623504_3.03272727272727e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 04:57:34.645875,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.03272727272727e-07,3.03272727272727e-06,0,0.3,0.033,0,0,1,1,0.0669381455931661,0.0587288526414403,ac3-n6_2025-03-13_21-18-19.680569
Set_9_biggar_2024-12-26_04-20-26.653908_3.08327272727273e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 05:07:47.032975,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.08327272727273e-07,3.08327272727273e-06,0,0.3,0.033,0,0,1,1,0.061126942887212,0.0540662666050481,ac3-n6_2025-03-13_21-18-13.1071
Set_9_biggar_2024-12-26_04-37-11.628523_3.28545454545454e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 05:28:17.120978,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.28545454545454e-07,3.28545454545454e-06,0,0.3,0.033,0,0,1,1,0.0697892342259671,0.0620373618320859,ac3-n6_2025-03-13_21-20-32.784202
Set_9_biggar_2024-12-26_04-44-56.580339_3.38654545454545e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 05:36:50.34342,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.38654545454545e-07,3.38654545454545e-06,0,0.3,0.033,0,0,1,1,0.0679618418739912,0.0596455613721882,ac3-n6_2025-03-13_21-20-25.081086
Set_9_biggar_2024-12-26_04-58-56.588263_3.43709090909091e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 05:51:59.333533,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.43709090909091e-07,3.43709090909091e-06,0,0.3,0.033,0,0,1,1,0.0720983743851234,0.0643777578688427,ac3-n6_2025-03-13_21-19-51.829699
Set_9_biggar_2024-12-26_05-08-56.640761_3.53818181818182e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 06:03:33.18158,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.53818181818182e-07,3.53818181818182e-06,0,0.3,0.033,0,0,1,1,0.0677664087969086,0.0596590200039189,ac3-n6_2025-03-13_21-38-34.828696
Set_9_biggar_2024-12-26_05-22-41.62014_3.58872727272727e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 06:19:54.436555,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.58872727272727e-07,3.58872727272727e-06,0,0.3,0.033,0,0,1,1,0.0667718851141779,0.0581107201984573,ac3-n6_2025-03-13_21-41-45.024963
Set_9_biggar_2024-12-26_05-37-56.623924_3.68981818181818e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 06:35:59.414974,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.68981818181818e-07,3.68981818181818e-06,0,0.3,0.033,0,0,1,1,0.0762407994549377,0.0676674734349704,ac3-n6_2025-03-13_21-43-59.319122
Set_9_biggar_2024-12-26_05-49-11.655082_3.74036363636364e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 06:49:22.793698,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.74036363636364e-07,3.74036363636364e-06,0,0.3,0.033,0,0,1,1,0.06942372503336,0.0604880567951203,ac3-n6_2025-03-13_21-45-44.79624
Set_9_biggar_2024-12-26_05-56-26.669686_3.84145454545454e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 06:56:19.592242,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.84145454545454e-07,3.84145454545454e-06,0,0.3,0.033,0,0,1,1,0.0756240156199334,0.0666246782051185,ac3-n6_2025-03-13_21-44-29.045872
Set_9_biggar_2024-12-26_06-04-41.646399_3.94254545454545e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 07:07:55.023403,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.94254545454545e-07,3.94254545454545e-06,0,0.3,0.033,0,0,1,1,0.0824907600780258,0.0718571557530228,ac3-n6_2025-03-13_21-44-34.669196
Set_9_biggar_2024-12-26_06-15-41.641936_3.99309090909091e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 07:19:56.340328,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.99309090909091e-07,3.99309090909091e-06,0,0.3,0.033,0,0,1,1,0.084521291668747,0.0753999503044125,ac3-n6_2025-03-13_21-51-17.44642
Set_9_biggar_2024-12-26_06-39-26.658392_4.14472727272727e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 07:44:40.683908,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.14472727272727e-07,4.14472727272727e-06,0,0.3,0.033,0,0,1,1,0.0763946767394818,0.0663445722204992,ac3-n6_2025-03-13_21-51-53.402476
Set_9_biggar_2024-12-26_06-50-26.662717_4.19527272727273e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 07:54:21.440848,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.19527272727273e-07,4.19527272727273e-06,0,0.3,0.033,0,0,1,1,0.0874602941893077,0.0769186825257354,ac3-n6_2025-03-13_21-56-24.658325
Set_9_biggar_2024-12-26_07-08-56.685046_4.29636363636364e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 08:15:36.11938,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.29636363636364e-07,4.29636363636364e-06,0,0.3,0.033,0,0,1,1,0.0891022400623697,0.0779034857346372,ac3-n6_2025-03-13_22-04-39.590261
Set_9_biggar_2024-12-26_07-21-11.650597_4.39745454545454e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 08:30:43.815722,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.39745454545454e-07,4.39745454545454e-06,0,0.3,0.033,0,0,1,1,0.0835109261459273,0.0733021838442409,ac3-n6_2025-03-13_22-04-57.721981
Set_9_biggar_2024-12-26_07-33-26.631908_4.448e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 08:45:27.981515,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.448e-07,4.448e-06,0,0.3,0.033,0,0,1,1,0.0898196899868123,0.0780250293024254,ac3-n6_2025-03-13_22-04-19.150122
Set_9_biggar_2024-12-26_07-45-41.667185_4.49854545454545e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 08:53:19.446856,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.49854545454545e-07,4.49854545454545e-06,0,0.3,0.033,0,0,1,1,0.0916797126885417,0.0809930122820753,ac3-n6_2025-03-13_22-05-26.103542
Set_9_biggar_2024-12-26_07-55-26.6559_4.59963636363636e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 09:04:07.364201,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.59963636363636e-07,4.59963636363636e-06,0,0.3,0.033,0,0,1,1,0.0727404475892521,0.0620566758667448,ac3-n6_2025-03-13_22-06-28.59041
Set_9_biggar_2024-12-26_08-16-41.652322_4.70072727272727e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 09:30:21.086415,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.70072727272727e-07,4.70072727272727e-06,0,0.3,0.033,0,0,1,1,0.0920945404757459,0.0808992630321107,ac3-n6_2025-03-13_22-06-26.709949
Set_9_biggar_2024-12-26_08-31-41.680505_4.80181818181818e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 09:45:40.992766,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.80181818181818e-07,4.80181818181818e-06,0,0.3,0.033,0,0,1,1,0.0948814144153713,0.0831401069889062,ac3-n6_2025-03-13_22-22-54.510492
Set_9_biggar_2024-12-26_08-49-41.661747_4.90290909090909e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 10:03:15.131628,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.90290909090909e-07,4.90290909090909e-06,0,0.3,0.033,0,0,1,1,0.0900799270882299,0.0793822207593928,ac3-n6_2025-03-13_22-26-49.785438
Set_9_biggar_2024-12-26_09-04-56.642274_5.004e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 10:20:11.121328,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.004e-07,5.004e-06,0,0.3,0.033,0,0,1,1,0.111061729927533,0.09882287368141,ac3-n6_2025-03-13_22-29-35.69982
Set_9_biggar_2024-12-26_09-07-11.629438_5.05454545454545e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 10:25:05.141502,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.05454545454545e-07,5.05454545454545e-06,0,0.3,0.033,0,0,1,1,0.103921463358246,0.0915214682694947,ac3-n6_2025-03-13_22-30-10.87613
Set_9_biggar_2024-12-26_09-46-41.603156_5.15563636363636e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 11:07:10.907216,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.15563636363636e-07,5.15563636363636e-06,0,0.3,0.033,0,0,1,1,0.103637079806913,0.0912987127657948,ac3-n6_2025-03-13_22-30-13.201075
Set_9_biggar_2024-12-26_09-48-26.640349_5.20618181818182e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 11:08:28.60437,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.20618181818182e-07,5.20618181818182e-06,0,0.3,0.033,0,0,1,1,0.0941832983221451,0.0815838215988769,ac3-n6_2025-03-13_22-30-35.798538
Set_9_biggar_2024-12-26_10-04-11.652055_5.25672727272727e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 11:24:31.242226,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.25672727272727e-07,5.25672727272727e-06,0,0.3,0.033,0,0,1,1,0.102085874888565,0.0892236583730247,ac3-n6_2025-03-13_22-36-57.480694
Set_9_biggar_2024-12-26_10-21-11.644936_5.35781818181818e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 11:39:33.295655,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.35781818181818e-07,5.35781818181818e-06,0,0.3,0.033,0,0,1,1,0.100309241742608,0.0863869418067092,ac3-n6_2025-03-13_22-38-55.10793
Set_9_biggar_2024-12-26_10-40-26.651762_5.45890909090909e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 11:59:46.654585,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.45890909090909e-07,5.45890909090909e-06,0,0.3,0.033,0,0,1,1,0.111385517789669,0.0982692064042255,ac3-n6_2025-03-13_22-41-10.095792
Set_9_biggar_2024-12-26_10-53-56.658492_5.50945454545455e-07_0.5_2_1000_10_4_0_0,1,2024-12-26 12:10:55.19012,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.50945454545455e-07,5.50945454545455e-06,0,0.3,0.033,0,0,1,1,0.101686099271039,0.0882908735176087,ac3-n6_2025-03-13_22-50-20.237975
Set_N1a_bigbird_2025-02-08_23-43-19.366436_4.58181818181818e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:10:03.130253,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,4.58181818181818e-08,4.58181818181818e-07,0,0.3,0.045,0,0,1,1,0.0140211495211859,0.0115590131489178,ac3-n6_2025-03-13_22-58-56.563752
Set_N1a_bigbird_2025-02-08_23-43-19.367592_3.6e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:05:59.360841,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.6e-08,3.6e-07,0,0.3,0.045,0,0,1,1,0.0102440240265373,0.00841874364822938,ac3-n6_2025-03-13_23-01-51.692353
Set_N1a_bigbird_2025-02-08_23-43-19.369347_5.56363636363636e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:12:35.811659,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,5.56363636363636e-08,5.56363636363636e-07,0,0.3,0.045,0,0,1,1,0.0161057564213135,0.0135166292835502,ac3-n6_2025-03-13_22-58-22.107351
Set_N1a_bigbird_2025-02-08_23-58-18.612501_6.87272727272727e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:28:31.356517,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,6.87272727272727e-08,6.87272727272727e-07,0,0.3,0.045,0,0,1,1,0.0199845840258581,0.0171334890066843,ac3-n6_2025-03-13_23-01-03.825467
Set_N1a_bigbird_2025-02-09_00-15-03.581348_8.18181818181818e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:48:43.78523,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,8.18181818181818e-08,8.18181818181818e-07,0,0.3,0.045,0,0,1,1,0.0231359348916219,0.0197766018109846,ac3-n6_2025-03-13_22-59-29.063594
Set_N1a_bigbird_2025-02-09_00-16-03.60207_9.16363636363636e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:49:10.208584,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,9.16363636363636e-08,9.16363636363636e-07,0,0.3,0.045,0,0,1,1,0.0251012320173752,0.0206512413860738,ac3-n6_2025-03-13_23-14-06.057486
Set_N1a_bigbird_2025-02-09_00-18-18.606284_1.01454545454545e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 00:57:32.426933,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.01454545454545e-07,1.01454545454545e-06,0,0.3,0.045,0,0,1,1,0.0300212105922568,0.0259987294196284,ac3-n6_2025-03-13_23-16-56.118021
Set_N1a_bigbird_2025-02-09_00-33-33.631099_1.11272727272727e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 01:14:33.860445,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.11272727272727e-07,1.11272727272727e-06,0,0.3,0.045,0,0,1,1,0.0295208354007108,0.025427236825751,ac3-n6_2025-03-13_23-20-51.166149
Set_N1a_bigbird_2025-02-09_00-52-33.724987_1.24363636363636e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 01:37:28.320364,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.24363636363636e-07,1.24363636363636e-06,0,0.3,0.045,0,0,1,1,0.0341353390801687,0.0286709361156588,ac3-n6_2025-03-13_23-21-29.792822
Set_N1a_bigbird_2025-02-09_00-55-04.134151_1.34181818181818e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 01:39:53.364432,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.34181818181818e-07,1.34181818181818e-06,0,0.3,0.045,0,0,1,1,0.0384091089531756,0.032570544481092,ac3-n6_2025-03-13_23-21-25.144774
Set_N1a_bigbird_2025-02-09_01-01-03.613664_1.40727272727273e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 01:47:44.013754,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.40727272727273e-07,1.40727272727273e-06,0,0.3,0.045,0,0,1,1,0.0388203109791265,0.0326156687599951,ac3-n6_2025-03-13_23-23-06.428811
Set_N1a_bigbird_2025-02-09_01-17-33.623711_1.50545454545455e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 02:11:09.35533,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.50545454545455e-07,1.50545454545455e-06,0,0.3,0.045,0,0,1,1,0.0431017864692018,0.035989026277069,ac3-n6_2025-03-13_23-28-03.363357
Set_N1a_bigbird_2025-02-09_01-40-18.615464_1.66909090909091e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 02:29:52.512841,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,1.66909090909091e-07,1.66909090909091e-06,0,0.3,0.045,0,0,1,1,0.046950054979945,0.0398759458572468,ac3-n6_2025-03-13_23-30-36.680821
