Set_ID,sim,Time,end_gen,ngen1,ngen2,Ne,n_ind,n_ind_exp,n_cages,sequence_length,r_msp,r,r_expt,mu_msp,mu,mu_expt,shape,scale,mut_ratio,flip_sel_coef,Ve_w,Ve_w_expt,proj,LDalpha,pa,Vs,randomise,palpha_method,balpha_method,Ne_exp,va_true,vA_true,vA_est,vA_alpha_emp,vA_BC,Ne_BC,Residual_var,palpha_emp,balpha_intercept_emp,balpha_slope_emp,sigma2alpha_emp,palpha_est,palpha_var_est,balpha_intercept_est,balpha_slope_est,balpha_var_est,sigma2alpha_est,seg_sites,seg_sites_neu,seg_sites_ben,seg_sites_del,mean_diversity,theta,all.gp,analysis_stamp
Set_13_bigbird_2025-02-26_17-27-35.645824_5.56e-08_5_2_1000_10_4_0_0,1,2025-02-26 18:48:43.569152,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,5.56e-08,5.56e-07,0,0.3,0.033,0,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0107825174384981,0.0110946403551249,0.00978665804313144,0.0113652987898748,NA,NA,1.02483109415958,-1.18652555431218,-4.42097725034012e-06,0.000453354011109725,5.69356325431051e-08,-0.24867463935152,-11.2969133170243,0.000932994994786997,-0.000221675758865109,9.08802148157908e-08_7.62028981499801e-08_-2.6165166895485e-09,2.67746398229876e-06,64955,52971,6030,5954,0.0248060435513047,0.00794277911761922,FALSE,bigbird_2025-03-05_22-23-43.118426
Set_13_bigbird_2025-02-26_17-27-35.673314_6.06545454545455e-08_5_2_1000_10_4_0_0,1,2025-02-26 18:55:36.856695,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,6.06545454545455e-08,6.06545454545455e-07,0,0.3,0.033,0,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.012415348575049,0.0133393466272051,0.00413174077927627,0.0130111750530687,NA,NA,1.16380067602849,-1.1495322582747,1.12790653574086e-06,0.000530715558320953,8.07465019867976e-08,-0.0565242748962191,-6.37886166675949,0.000436948222020166,0.0010782410668857,8.37723681800821e-08_7.40818802841307e-08_1.74875764795871e-09,1.14035671768403e-06,64998,52075,6459,6464,0.0244524400846949,0.00794803721171601,FALSE,bigfoot_2025-03-05_22-21-58.157658
Set_13_bigbird_2025-02-26_17-27-35.712131_7.07636363636364e-08_5_2_1000_10_4_0_0,1,2025-02-26 19:00:19.433542,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,7.07636363636364e-08,7.07636363636364e-07,0,0.3,0.033,0,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0148190716489224,0.0149767441694364,0.0144343043761498,0.0154433177770222,NA,NA,1.05567830994051,-1.13426296178907,4.28602200452946e-06,0.000651552881109988,1.04307095554102e-07,-0.985431364964108,0.207157606369761,0.000114473442882969,0.000131308074937158,8.49696991660321e-08_8.64241681184093e-08_5.86496759396815e-09,2.43398963719413e-07,65168,50330,7483,7355,0.0232659930966886,0.00796882502558708,FALSE,bigwig_2025-03-05_22-48-19.137352
Set_13_bigbird_2025-02-26_17-27-35.713531_8.59272727272727e-08_5_2_1000_10_4_0_0,1,2025-02-26 19:20:14.548328,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,8.59272727272727e-08,8.59272727272727e-07,0,0.3,0.033,0,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0176212246590778,0.0176880521998743,0.0237300835946915,0.0185616284755233,NA,NA,1.12025827460145,-1.11030265109566,8.90078000025279e-06,0.000806500525747681,1.40184548408416e-07,-0.590841825804304,0.296445962651844,-0.000119274529742874,0.0013292613990216,1.03621082828867e-07_8.38983173182119e-08_1.02829841996462e-08,2.13953913875905e-06,65346,47572,8817,8957,0.0228347843383681,0.00799059108952267,FALSE,bigbird_2025-03-05_22-48-23.905233
Set_13_bigbird_2025-02-26_19-00-50.86203_1.06145454545455e-07_5_2_1000_10_4_0_0,1,2025-02-26 21:02:15.292841,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.06145454545455e-07,1.06145454545455e-06,0,0.3,0.033,0,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0215130404739489,0.0187402296957527,0.0176007020870297,0.0226237715374199,NA,NA,1.08645934790295,-1.04664257683956,-6.7376457188121e-06,0.00113041988660185,2.45759047296937e-07,-0.736412923206617,0.263551327432754,0.00037760893606782,0.000596961408760083,9.91287720925426e-08_9.74793112537412e-08_1.2574826990677e-09,1.00429571864858e-06,64813,43230,10690,10893,0.021324702011942,0.00792541517897397,FALSE,bigfoot_2025-03-05_22-29-29.340115
Set_13_bigbird_2025-02-26_19-07-35.658441_1.112e-07_5_2_1000_10_4_0_0,1,2025-02-26 21:18:54.990162,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.112e-07,1.112e-06,0,0.3,0.033,0,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0226131702553849,0.0208691771420056,0.0125757864819581,0.0241110779065843,NA,NA,1.05805778233316,-1.01961235742932,-3.16177571352769e-08,0.00124449229601751,3.02311208595346e-07,0.132814952394256,-8.45960382063829,7.27028707363293e-07,0.000325478830140016,1.0664656239122e-07_9.12036129664465e-08_-7.21214814971138e-10,1.34992187741415e-05,64499,41864,11286,11349,0.0210018447379029,0.00788701886394153,FALSE,bigwig_2025-03-05_22-24-49.284196
Set_13_bigbird_2025-02-26_19-08-50.609177_1.16254545454545e-07_5_2_1000_10_4_0_0,1,2025-02-26 21:24:10.510271,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.16254545454545e-07,1.16254545454545e-06,0,0.3,0.033,0,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0236342811611485,0.0222085782890394,0.0401450508984997,0.0249004567351753,NA,NA,1.08448667455319,-1.06578164939547,-3.30848489094933e-07,0.00120803863578022,2.39842265148575e-07,-1.14579063194985,0.139687986807851,-0.000407182988842772,0.00112530263839716,1.21701628204834e-07_1.04790948462018e-07_-8.04483148628509e-11,2.46923076573619e-07,65049,41406,11808,11835,0.0206558136289566,0.00795427355587734,FALSE,bigfoot_2025-03-06_06-00-11.333448
Set_13_bigbird_2025-02-26_19-28-35.63086_1.36472727272727e-07_5_2_1000_10_4_0_0,1,2025-02-26 21:59:35.934239,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.36472727272727e-07,1.36472727272727e-06,0,0.3,0.033,0,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.027215767294612,0.0258013964203661,0.0391496228177197,0.0297148553746559,NA,NA,1.10461013915686,-1.011987111408,9.35735992496432e-06,0.00151987984254469,3.73613295436833e-07,-0.886732326959459,0.106391644137599,0.000395985137080137,0.0013551970554346,1.12530989178172e-07_1.04413290284163e-07_-8.30931351785233e-09,1.03554493219791e-06,65101,38335,13427,13339,0.0199580391295833,0.00796063218129672,FALSE,bigbird_2025-03-06_06-13-31.6843
Set_13_bigbird_2025-02-26_21-10-05.58311_1.56690909090909e-07_5_2_1000_10_4_0_0,1,2025-02-26 23:52:09.693691,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.56690909090909e-07,1.56690909090909e-06,0,0.3,0.033,0,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0312761790466385,0.0278761957335193,0.0599575146391298,0.0344006580877889,NA,NA,1.07156507907578,-0.958370872761113,-2.88813258876757e-05,0.0019396749111525,5.81057697857781e-07,-1.40327856105795,0.150519389454363,-0.000559801484013298,0.00130616918442242,1.18006304188538e-07_1.1056103062361e-07_-4.68241678820711e-09,6.29312681197187e-08,64895,34427,15319,15149,0.0192812639706449,0.00793544224213531,FALSE,bigwig_2025-03-06_08-25-28.836259
Set_13_bigbird_2025-02-26_21-26-35.571777_1.61745454545455e-07_5_2_1000_10_4_0_0,1,2025-02-27 00:19:36.420176,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-06,2e-06,1.61745454545455e-07,1.61745454545455e-06,0,0.3,0.033,0,0,1,1,BLoM,FALSE,1,LoNL,TRUE,NA,NA_NA,1000_367.879441171442,0.0328987924452385,0.0288316620936414,0.0497850870250606,0.0376246381804302,NA,NA,1.132127936864,-0.925010566268576,1.4929469371068e-05,0.00220085679954527,7.36086833759785e-07,-2,0.528091899879253,-0.000103230386394842,0.000718859890619896,1.12544925258038e-07_1.09365511003388e-07_-5.86743064221457e-09,5.59779742252169e-10,65120,33303,16013,15804,0.0181762280731726,0.00796295552519996,FALSE,bigfoot_2025-03-06_06-14-11.1352
