"bigbird_2024-07-02_00:24:49.634775_4.71717171717172e-09_0.014_1000_10_3","2024-07-02 00:25:49.276467","2","3","1330000","1000","10","1e+06","2.63157894736842e-11","1.4e-08","1.4e-08","8.86686413002203e-12","4.71717171717172e-09","2.95562137667401e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.00830029823142348","0.0085359623234807","0.0603047099545949","0.697828695355617","-0.00227116211883772","-0.00575951770950314","460","1.8244878935555e-05_3.84372558546487e-05_-1.4369460495485e-06","0.00829224437228893"
"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
"bigbird_2024-07-02_00:26:04.6286_4.71717171717172e-09_1.4_1000_3_3","2024-07-02 00:27:21.138306","2","3","1330000","1000","3","1e+06","2.63157894736842e-09","1.4e-06","1.4e-06","8.86686413002203e-12","4.71717171717172e-09","2.95562137667401e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.0209813188293732","0.0108859826863078","2","9.99625885469041","-0.00376353954642824","0.0182964864533413","497","2.26973661669969e-05_6.20823090372006e-05_-1.97491516636667e-06","0.0209770524597193"
"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
"bigbird_2024-07-02_00:27:34.637999_4.88888888888889e-09_1.4_500_10_3","2024-07-02 00:29:22.815484","2","3","1330000","500","10","1e+06","2.63157894736842e-09","1.4e-06","1.4e-06","9.18964076858814e-12","4.88888888888889e-09","3.06321358952938e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.010728087507549","0.00576957038949104","-0.111534435000294","0.759659126194663","0.00347025770931453","-0.000194876498906197","474","1.39167237443969e-05_3.85254974704126e-05_-3.36386134095092e-07","0.0107110301640028"
"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
"bigbird_2024-07-02_00:29:34.642401_5.06060606060606e-09_1.4_1000_10_3","2024-07-02 00:31:40.977587","2","3","1330000","1000","10","1e+06","2.63157894736842e-09","1.4e-06","1.4e-06","9.51241740715425e-12","5.06060606060606e-09","3.17080580238475e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.0210277639290569","0.010482349164995","0.561024250227857","0.369697880766213","0.00183631740396314","-0.00299853796571555","513","9.03592883205261e-06_2.22976708308148e-05_-4.26704788410431e-07","0.0209964192108208"
"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
"bigbird_2024-07-02_00:31:49.649086_5.06060606060606e-09_1.4_1000_3_3","2024-07-02 00:33:12.765017","2","3","1330000","1000","3","1e+06","2.63157894736842e-09","1.4e-06","1.4e-06","9.51241740715425e-12","5.06060606060606e-09","3.17080580238475e-12","0.3","0.033","1","BLoM","FALSE","1","LoNL","TRUE","optim","estimate","0.0210746518744441","0.0319582928068356","0.180700796379214","0.280747727796572","0.0033105462786673","-0.0126896791117572","493","3.63907502620179e-05_8.9928431408769e-05_-5.91304082265535e-06","0.0210871718019364"
"Set_ID","Time","end_gen","ngen_expt","Ne","n_ind_exp","n_cages","sequence_length","r_msp","r","r_expt","mu_msp","mu","mu_neutral","shape","scale","mut_ratio","proj","LDdelta","pa","Vs","randomise","pdelta_method","bdelta_method","vA_true","vA_est","pdelta_est","pdelta_var_est","bdelta_intercept_est","bdelta_slope_est","seg_sites","bdelta_var_est","vA_left"
